torso_right_hip_side, right_hip_side_hip_front, right_hip_front_thigh, right_thigh_calve, right_calve_ankle, right_ankle_foot, torso_left_hip_side, left_hip_side_hip_front, left_hip_front_thigh, left_thigh_calve, left_calve_ankle, left_ankle_foot, torso_right_bicep, right_bicep_forearm, torso_left_bicep, left_bicep_forearm, torso_neck, neck_head, ignore1, ignore2
0,0,-0.245,0.266,0,0,0,0,0.266,-0.245,0,0,-1.352,1.352,-1.352,1.352,0,0.007,0,0
0,0,-0.267,0.288,0,0,0,0,0.288,-0.267,0,0,-1.372,1.372,-1.372,1.372,0,0.007,0,0
0,0,-0.289,0.31,0,0,0,0,0.31,-0.289,0,0,-1.391,1.391,-1.391,1.391,0,0.007,0,0
0,0,-0.312,0.332,0,0,0,0,0.332,-0.312,0,0,-1.408,1.408,-1.408,1.408,0,0.007,0,0
0,0,-0.335,0.354,0,0,0,0,0.354,-0.335,0,0,-1.425,1.424,-1.425,1.424,0,0.006,0,0
0,0,-0.359,0.377,0,0,0,0,0.377,-0.359,0,0,-1.44,1.439,-1.44,1.439,0,0.006,0,0
0,0,-0.384,0.4,0,0,0,0,0.4,-0.384,0,0,-1.453,1.453,-1.453,1.453,0,0.005,0,0
0,0,-0.409,0.422,0,0,0,0,0.422,-0.409,0,0,-1.466,1.466,-1.466,1.466,0,0.005,0,0
0,0,-0.434,0.445,0,0,0,0,0.445,-0.434,0,0,-1.477,1.477,-1.477,1.477,0,0.004,0,0
0,0,-0.46,0.467,0,0,0,0,0.467,-0.46,0,0,-1.488,1.488,-1.488,1.488,0,0.003,0,0
0,0,-0.486,0.489,0,0,0,0,0.489,-0.486,0,0,-1.497,1.497,-1.497,1.497,0,0.002,0,0
0,0,-0.512,0.511,0,0,0,0,0.511,-0.512,0,0,-1.505,1.505,-1.505,1.505,0,0,0,0
0,0,-0.538,0.532,0,0,0,0,0.532,-0.538,0,0,-1.512,1.512,-1.512,1.512,0,-0.001,0,0
0,0,-0.565,0.553,0,0,0,0,0.553,-0.565,0,0,-1.518,1.518,-1.518,1.518,0,-0.002,0,0
0,0,-0.592,0.573,0,0,0,0,0.573,-0.592,0,0,-1.523,1.523,-1.523,1.523,0,-0.004,0,0
0,0,-0.618,0.593,0,0,0,0,0.593,-0.618,0,0,-1.528,1.528,-1.528,1.528,0,-0.006,0,0
0,0,-0.645,0.612,0,0,0,0,0.612,-0.645,0,0,-1.531,1.531,-1.531,1.531,0,-0.007,0,0
0,0,-0.672,0.63,0,0,0,0,0.63,-0.672,0,0,-1.534,1.534,-1.534,1.534,0,-0.009,0,0
0,0,-0.698,0.647,0,0,0,0,0.647,-0.698,0,0,-1.536,1.536,-1.536,1.536,0,-0.011,0,0
0,0,-0.724,0.664,0,0,0,0,0.664,-0.725,0,0,-1.537,1.537,-1.537,1.537,0,-0.013,0,0
0,0,-0.751,0.68,0,0,0,0,0.68,-0.751,0,0,-1.537,1.538,-1.537,1.538,0,-0.015,0,0
0,0,-0.776,0.694,0,0,0,0,0.694,-0.776,0,0,-1.537,1.538,-1.537,1.538,0,-0.016,0,0
0,0,-0.802,0.708,0,0,0,0,0.708,-0.802,0,0,-1.537,1.537,-1.537,1.537,0,-0.018,0,0
0,0,-0.827,0.721,0,0,0,0,0.721,-0.827,0,0,-1.536,1.536,-1.536,1.536,0,-0.02,0,0
0,0,-0.851,0.732,0,0,0,0,0.732,-0.851,0,0,-1.535,1.535,-1.535,1.535,0,-0.021,0,0
0,0,-0.876,0.743,0,0,0,0,0.743,-0.876,0,0,-1.533,1.533,-1.533,1.533,0,-0.023,0,0
0,0,-0.899,0.752,0,0,0,0,0.752,-0.899,0,0,-1.531,1.532,-1.531,1.532,0,-0.024,0,0
0,0,-0.922,0.76,0,0,0,0,0.76,-0.922,0,0,-1.529,1.529,-1.529,1.529,0,-0.025,0,0
0,0,-0.944,0.766,0,0,0,0,0.766,-0.944,0,0,-1.527,1.527,-1.527,1.527,0,-0.026,0,0
0,0,-0.966,0.772,0,0,0,0,0.772,-0.966,0,0,-1.524,1.525,-1.524,1.525,0,-0.026,0,0
0,0,-0.987,0.776,0,0,0,0,0.776,-0.987,0,0,-1.522,1.522,-1.522,1.522,0,-0.027,0,0
0,0,-1.007,0.779,0,0,0,0,0.779,-1.007,0,0,-1.519,1.52,-1.519,1.52,0,-0.026,0,0
0,0,-1.027,0.781,0,0,0,0,0.781,-1.027,0,0,-1.516,1.517,-1.516,1.517,0,-0.026,0,0
0,0,-1.045,0.781,0,0,0,0,0.781,-1.045,0,0,-1.514,1.514,-1.514,1.514,0,-0.025,0,0
0,0,-1.063,0.78,0,0,0,0,0.78,-1.063,0,0,-1.511,1.512,-1.511,1.512,0,-0.023,0,0
0,0,-1.08,0.778,0,0,0,0,0.778,-1.08,0,0,-1.509,1.509,-1.509,1.509,0,-0.021,0,0
0,0,-1.096,0.775,0,0,0,0,0.775,-1.096,0,0,-1.506,1.507,-1.506,1.507,0,-0.018,0,0
0,0,-1.112,0.771,0,0,0,0,0.771,-1.112,0,0,-1.504,1.505,-1.504,1.505,0,-0.015,0,0
0,0,-1.126,0.765,0,0,0,0,0.765,-1.126,0,0,-1.502,1.502,-1.502,1.502,0,-0.011,0,0
0,0,-1.14,0.759,0,0,0,0,0.759,-1.14,0,0,-1.5,1.5,-1.5,1.5,0,-0.006,0,0
0,0,-1.152,0.751,0,0,0,0,0.751,-1.152,0,0,-1.498,1.499,-1.498,1.499,0,-0.001,0,0
0,0,-1.164,0.742,0,0,0,0,0.742,-1.164,0,0,-1.497,1.497,-1.497,1.497,0,0.005,0,0
0,0,-1.175,0.732,0,0,0,0,0.732,-1.175,0,0,-1.495,1.495,-1.495,1.495,0,0.012,0,0
0,0,-1.185,0.721,0,0,0,0,0.721,-1.185,0,0,-1.494,1.494,-1.494,1.494,0,0.02,0,0
0,0,-1.194,0.71,0,0,0,0,0.71,-1.194,0,0,-1.493,1.493,-1.493,1.493,0,0.028,0,0
0,0,-1.203,0.697,0,0,0,0,0.697,-1.203,0,0,-1.492,1.492,-1.492,1.492,0,0.037,0,0
0,0,-1.21,0.683,0,0,0,0,0.683,-1.21,0,0,-1.492,1.491,-1.492,1.491,0,0.047,0,0
0,0,-1.217,0.669,0,0,0,0,0.669,-1.217,0,0,-1.491,1.491,-1.491,1.491,0,0.058,0,0
0,0,-1.223,0.654,0,0,0,0,0.654,-1.223,0,0,-1.491,1.49,-1.491,1.49,0,0.07,0,0
0,0,-1.229,0.638,0,0,0,0,0.638,-1.228,0,0,-1.491,1.49,-1.491,1.49,0,0.082,0,0
0,0,-1.233,0.622,0,0,0,0,0.622,-1.233,0,0,-1.491,1.49,-1.491,1.49,0,0.095,0,0
0,0,-1.237,0.604,0,0,0,0,0.605,-1.237,0,0,-1.491,1.49,-1.491,1.49,0,0.109,0,0
0,0,-1.24,0.587,0,0,0,0,0.587,-1.24,0,0,-1.492,1.49,-1.492,1.49,0,0.124,0,0
0,0,-1.243,0.569,0,0,0,0,0.569,-1.243,0,0,-1.492,1.49,-1.492,1.49,0,0.14,0,0
0,0,-1.245,0.55,0,0,0,0,0.551,-1.244,0,0,-1.493,1.491,-1.493,1.491,0,0.157,0,0
0,0,-1.246,0.532,0,0,0,0,0.532,-1.246,0,0,-1.493,1.491,-1.493,1.491,0,0.174,0,0
0,0,-1.247,0.513,0,0,0,0,0.513,-1.247,0,0,-1.494,1.492,-1.494,1.492,0,0.193,0,0
0,0,-1.247,0.493,0,0,0,0,0.493,-1.247,0,0,-1.495,1.492,-1.495,1.492,0,0.212,0,0
0,0,-1.247,0.474,0,0,0,0,0.474,-1.247,0,0,-1.495,1.493,-1.495,1.493,0,0.232,0,0
0,0,-1.247,0.454,0,0,0,0,0.454,-1.247,0,0,-1.496,1.494,-1.496,1.494,0,0.252,0,0
0,0,-1.246,0.434,0,0,0,0,0.435,-1.246,0,0,-1.497,1.494,-1.497,1.494,0,0.274,0,0
0,0,-1.245,0.415,0,0,0,0,0.415,-1.244,0,0,-1.497,1.495,-1.497,1.495,0,0.295,0,0
0,0,-1.243,0.395,0,0,0,0,0.395,-1.243,0,0,-1.498,1.496,-1.498,1.496,0,0.318,0,0
0,0,-1.241,0.375,0,0,0,0,0.375,-1.241,0,0,-1.498,1.497,-1.498,1.497,0,0.341,0,0
0,0,-1.239,0.355,0,0,0,0,0.355,-1.239,0,0,-1.499,1.497,-1.499,1.497,0,0.365,0,0
0,0,-1.237,0.335,0,0,0,0,0.335,-1.237,0,0,-1.499,1.498,-1.499,1.498,0,0.389,0,0
0,0,-1.234,0.315,0,0,0,0,0.315,-1.234,0,0,-1.5,1.499,-1.5,1.499,0,0.414,0,0
0,0,-1.231,0.295,0,0,0,0,0.295,-1.231,0,0,-1.5,1.499,-1.5,1.499,0,0.439,0,0
0,0,-1.229,0.275,0,0,0,0,0.276,-1.228,0,0,-1.5,1.5,-1.5,1.5,0,0.465,0,0
0,0,-1.225,0.256,0,0,0,0,0.256,-1.225,0,0,-1.501,1.5,-1.501,1.5,0,0.491,0,0
0,0,-1.222,0.236,0,0,0,0,0.236,-1.222,0,0,-1.501,1.501,-1.501,1.501,0,0.517,0,0
0,0,-1.219,0.217,0,0,0,0,0.217,-1.219,0,0,-1.501,1.501,-1.501,1.501,0,0.543,0,0
0,0,-1.216,0.198,0,0,0,0,0.198,-1.216,0,0,-1.501,1.501,-1.501,1.501,0,0.57,0,0
0,0,-1.213,0.179,0,0,0,0,0.179,-1.213,0,0,-1.5,1.502,-1.5,1.502,0,0.597,0,0
0,0,-1.209,0.16,0,0,0,0,0.16,-1.209,0,0,-1.5,1.502,-1.5,1.502,0,0.624,0,0
0,0,-1.206,0.141,0,0,0,0,0.141,-1.206,0,0,-1.5,1.502,-1.5,1.502,0,0.652,0,0
0,0,-1.202,0.123,0,0,0,0,0.122,-1.203,0,0,-1.5,1.502,-1.5,1.502,0,0.679,0,0
0,0,-1.199,0.104,0,0,0,0,0.104,-1.199,0,0,-1.499,1.503,-1.499,1.503,0,0.707,0,0
0,0,-1.196,0.086,0,0,0,0,0.086,-1.196,0,0,-1.499,1.503,-1.499,1.503,0,0.734,0,0
0,0,-1.192,0.068,0,0,0,0,0.068,-1.193,0,0,-1.498,1.503,-1.498,1.503,0,0.762,0,0
0,0,-1.189,0.05,0,0,0,0,0.05,-1.189,0,0,-1.498,1.503,-1.498,1.503,0,0.789,0,0
0,0,-1.186,0.033,0,0,0,0,0.032,-1.186,0,0,-1.497,1.503,-1.497,1.503,0,0.816,0,0
0,0,-1.183,0.015,0,0,0,0,0.015,-1.183,0,0,-1.496,1.503,-1.496,1.503,0,0.843,0,0
0,0,-1.18,-0.002,0,0,0,0,-0.003,-1.18,0,0,-1.496,1.503,-1.496,1.503,0,0.87,0,0
0,0,-1.177,-0.019,0,0,0,0,-0.02,-1.178,0,0,-1.495,1.502,-1.495,1.502,0,0.897,0,0
0,0,-1.175,-0.036,0,0,0,0,-0.037,-1.175,0,0,-1.495,1.502,-1.495,1.502,0,0.923,0,0
0,0,-1.172,-0.053,0,0,0,0,-0.054,-1.172,0,0,-1.494,1.502,-1.494,1.502,0,0.949,0,0
0,0,-1.169,-0.07,0,0,0,0,-0.07,-1.17,0,0,-1.494,1.502,-1.494,1.502,0,0.975,0,0
0,0,-1.167,-0.086,0,0,0,0,-0.087,-1.167,0,0,-1.494,1.502,-1.494,1.502,0,1,0,0
0,0,-1.165,-0.103,0,0,0,0,-0.103,-1.165,0,0,-1.493,1.502,-1.493,1.502,0,1.025,0,0
0,0,-1.163,-0.119,0,0,0,0,-0.119,-1.163,0,0,-1.493,1.501,-1.493,1.501,0,1.05,0,0
0,0,-1.161,-0.135,0,0,0,0,-0.135,-1.161,0,0,-1.493,1.501,-1.493,1.501,0,1.074,0,0
0,0,-1.159,-0.15,0,0,0,0,-0.151,-1.159,0,0,-1.494,1.501,-1.494,1.501,0,1.098,0,0
0,0,-1.157,-0.166,0,0,0,0,-0.166,-1.157,0,0,-1.494,1.501,-1.494,1.501,0,1.122,0,0
0,0,-1.155,-0.181,0,0,0,0,-0.181,-1.156,0,0,-1.494,1.501,-1.494,1.501,0,1.145,0,0
0,0,-1.154,-0.196,0,0,0,0,-0.196,-1.154,0,0,-1.495,1.5,-1.495,1.5,0,1.168,0,0
0,0,-1.153,-0.211,0,0,0,0,-0.211,-1.153,0,0,-1.496,1.5,-1.496,1.5,0,1.191,0,0
0,0,-1.151,-0.225,0,0,0,0,-0.225,-1.152,0,0,-1.497,1.5,-1.497,1.5,0,1.213,0,0
0,0,-1.15,-0.239,0,0,0,0,-0.239,-1.15,0,0,-1.498,1.5,-1.498,1.5,0,1.234,0,0
0,0,-1.149,-0.253,0,0,0,0,-0.253,-1.15,0,0,-1.5,1.5,-1.5,1.5,0,1.256,0,0
0,0,-1.149,-0.267,0,0,0,0,-0.267,-1.149,0,0,-1.502,1.5,-1.502,1.5,0,1.277,0,0
0,0,-1.148,-0.28,0,0,0,0,-0.28,-1.148,0,0,-1.504,1.5,-1.504,1.5,0,1.297,0,0
0,0,-1.147,-0.293,0,0,0,0,-0.293,-1.147,0,0,-1.506,1.5,-1.506,1.5,0,1.317,0,0
0,0,-1.147,-0.306,0,0,0,0,-0.305,-1.147,0,0,-1.508,1.499,-1.508,1.499,0,1.337,0,0
0,0,-1.147,-0.318,0,0,0,0,-0.318,-1.146,0,0,-1.511,1.499,-1.511,1.499,0,1.357,0,0
0,0,-1.147,-0.33,0,0,0,0,-0.329,-1.146,0,0,-1.514,1.499,-1.514,1.499,0,1.376,0,0
0,0,-1.146,-0.342,0,0,0,0,-0.341,-1.146,0,0,-1.517,1.499,-1.517,1.499,0,1.394,0,0
0,0,-1.146,-0.353,0,0,0,0,-0.352,-1.146,0,0,-1.521,1.499,-1.521,1.499,0,1.413,0,0
0,0,-1.146,-0.364,0,0,0,0,-0.363,-1.146,0,0,-1.525,1.499,-1.525,1.499,0,1.431,0,0
0,0,-1.147,-0.374,0,0,0,0,-0.373,-1.146,0,0,-1.529,1.499,-1.529,1.499,0,1.449,0,0
0,0,-1.147,-0.384,0,0,0,0,-0.383,-1.146,0,0,-1.533,1.499,-1.533,1.499,0,1.467,0,0
0,0,-1.147,-0.394,0,0,0,0,-0.393,-1.146,0,0,-1.538,1.499,-1.538,1.499,0,1.484,0,0
0,0,-1.147,-0.403,0,0,0,0,-0.402,-1.146,0,0,-1.543,1.499,-1.543,1.499,0,1.501,0,0
0,0,-1.148,-0.412,0,0,0,0,-0.411,-1.146,0,0,-1.548,1.499,-1.548,1.499,0,1.518,0,0
0,0,-1.148,-0.421,0,0,0,0,-0.419,-1.147,0,0,-1.553,1.499,-1.553,1.499,0,1.535,0,0
0,0,-1.148,-0.429,0,0,0,0,-0.427,-1.147,0,0,-1.559,1.499,-1.559,1.499,0,1.551,0,0
0,0,-1.149,-0.436,0,0,0,0,-0.435,-1.147,0,0,-1.564,1.499,-1.564,1.499,0,1.567,0,0
0,0,-1.149,-0.444,0,0,0,0,-0.442,-1.148,0,0,-1.57,1.499,-1.57,1.499,0,1.583,0,0
0,0,-1.149,-0.451,0,0,0,0,-0.449,-1.148,0,0,-1.577,1.5,-1.577,1.5,0,1.599,0,0
0,0,-1.15,-0.457,0,0,0,0,-0.456,-1.148,0,0,-1.583,1.5,-1.583,1.5,0,1.615,0,0
0,0,-1.15,-0.463,0,0,0,0,-0.462,-1.149,0,0,-1.59,1.5,-1.59,1.5,0,1.631,0,0
0,0,-1.15,-0.469,0,0,0,0,-0.467,-1.149,0,0,-1.597,1.5,-1.597,1.5,0,1.646,0,0
0,0,-1.15,-0.474,0,0,0,0,-0.473,-1.149,0,0,-1.604,1.5,-1.604,1.5,0,1.661,0,0
0,0,-1.15,-0.479,0,0,0,0,-0.478,-1.149,0,0,-1.611,1.5,-1.611,1.5,0,1.676,0,0
0,0,-1.151,-0.484,0,0,0,0,-0.483,-1.15,0,0,-1.618,1.5,-1.618,1.5,0,1.691,0,0
0,0,-1.151,-0.488,0,0,0,0,-0.487,-1.15,0,0,-1.626,1.5,-1.626,1.5,0,1.705,0,0
0,0,-1.151,-0.492,0,0,0,0,-0.492,-1.15,0,0,-1.633,1.5,-1.633,1.5,0,1.719,0,0
0,0,-1.151,-0.496,0,0,0,0,-0.496,-1.15,0,0,-1.641,1.5,-1.641,1.5,0,1.733,0,0
0,0,-1.15,-0.5,0,0,0,0,-0.5,-1.15,0,0,-1.649,1.5,-1.649,1.5,0,1.747,0,0
0,0,-1.15,-0.503,0,0,0,0,-0.503,-1.15,0,0,-1.656,1.5,-1.656,1.5,0,1.761,0,0
0,0,-1.15,-0.506,0,0,0,0,-0.506,-1.15,0,0,-1.664,1.5,-1.664,1.5,0,1.774,0,0
0,0,-1.15,-0.509,0,0,0,0,-0.51,-1.15,0,0,-1.672,1.5,-1.672,1.5,0,1.787,0,0
0,0,-1.149,-0.511,0,0,0,0,-0.512,-1.15,0,0,-1.68,1.5,-1.68,1.5,0,1.8,0,0
0,0,-1.149,-0.514,0,0,0,0,-0.515,-1.15,0,0,-1.688,1.5,-1.688,1.5,0,1.812,0,0
0,0,-1.149,-0.516,0,0,0,0,-0.518,-1.15,0,0,-1.696,1.5,-1.696,1.5,0,1.824,0,0
0,0,-1.148,-0.518,0,0,0,0,-0.52,-1.15,0,0,-1.704,1.5,-1.704,1.5,0,1.836,0,0
0,0,-1.148,-0.52,0,0,0,0,-0.523,-1.15,0,0,-1.712,1.5,-1.712,1.5,0,1.848,0,0
0,0,-1.147,-0.522,0,0,0,0,-0.525,-1.15,0,0,-1.72,1.5,-1.72,1.5,0,1.859,0,0
0,0,-1.147,-0.524,0,0,0,0,-0.527,-1.15,0,0,-1.728,1.5,-1.728,1.5,0,1.87,0,0
0,0,-1.146,-0.526,0,0,0,0,-0.529,-1.149,0,0,-1.735,1.5,-1.735,1.5,0,1.88,0,0
0,0,-1.146,-0.528,0,0,0,0,-0.532,-1.149,0,0,-1.743,1.5,-1.743,1.5,0,1.89,0,0
0,0,-1.145,-0.529,0,0,0,0,-0.534,-1.149,0,0,-1.751,1.5,-1.751,1.5,0,1.9,0,0
0,0,-1.145,-0.531,0,0,0,0,-0.536,-1.149,0,0,-1.758,1.5,-1.758,1.5,0,1.909,0,0
0,0,-1.144,-0.533,0,0,0,0,-0.538,-1.149,0,0,-1.765,1.5,-1.765,1.5,0,1.918,0,0
0,0,-1.144,-0.535,0,0,0,0,-0.54,-1.148,0,0,-1.773,1.5,-1.773,1.5,0,1.927,0,0
0,0,-1.143,-0.537,0,0,0,0,-0.542,-1.148,0,0,-1.78,1.5,-1.78,1.5,0,1.935,0,0
0,0,-1.143,-0.539,0,0,0,0,-0.544,-1.148,0,0,-1.786,1.5,-1.786,1.5,0,1.942,0,0
0,0,-1.143,-0.541,0,0,0,0,-0.547,-1.148,0,0,-1.793,1.5,-1.793,1.5,0,1.95,0,0
0,0,-1.143,-0.543,0,0,0,0,-0.549,-1.148,0,0,-1.799,1.5,-1.799,1.5,0,1.956,0,0
0,0,-1.143,-0.546,0,0,0,0,-0.551,-1.148,0,0,-1.806,1.5,-1.806,1.5,0,1.963,0,0
0,0,-1.143,-0.549,0,0,0,0,-0.554,-1.148,0,0,-1.812,1.5,-1.812,1.5,0,1.969,0,0
0,0,-1.143,-0.551,0,0,0,0,-0.556,-1.148,0,0,-1.818,1.5,-1.818,1.5,0,1.974,0,0
0,0,-1.144,-0.554,0,0,0,0,-0.559,-1.148,0,0,-1.823,1.5,-1.823,1.5,0,1.979,0,0
0,0,-1.144,-0.557,0,0,0,0,-0.562,-1.148,0,0,-1.829,1.5,-1.829,1.5,0,1.984,0,0
